"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"
"2:41:01::"	"had_a_time"	"the"	"he"	"tears"	"he_had_a_time"	"had_a_time_the"	"the_tears"	";_he_had_a_time"	"he_had_a_time_the"	"had_a_time_the_tears"	"the_tears_from"	"ε"	"PRP"	"NN"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"feel"	"sorry_for"	"he"	"had_a_time"	"keep"	"the"	"tears"	"from"	"well"	"to"	"his"	"own"	"eye"	"as"	"he"	"stand"	"in"	"the"	"crowd"	"in"	"the"	"observation_dome"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:01::"	"and"	"his"	"strain"	"nerves"	"strain_and"	"and_his"	"his_nerves"	"the_strain_and"	"strain_and_his"	"and_his_nerves"	"his_nerves_from"	"DT"	"NN"	"CC"	"VB"	"PRP$"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"a"	"serious"	"young_man"	"who"	"play"	"golf"	"with"	"a"	"serious"	"intensity"	"have"	"such"	"an"	"inherent"	"sense_of_humor"	"that"	"it"	"relieve"	"the"	"strain"	"and"	"keep"	"his"	"nerves"	"from"	"jangle"	"like"	"banjo"	"string"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"of"	"the"	"purpose"	"price"	"purpose_of"	"of_the"	"the_price"	"the_purpose_of"	"purpose_of_the"	"of_the_price"	"the_price_reasonable"	"RB"	"NN"	"RB"	"VB"	"DT"	"NN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"jury"	"did"	"not"	"elaborate"	"but"	"it"	"add"	"that"	"there"	"should"	"be"	"periodic"	"of"	"the"	"pricing"	"practice"	"of"	"the"	"concessionaire"	"for"	"the"	"purpose"	"of"	"keep"	"the"	"price"	"reasonable"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"has"	"complete"	"no_one"	"record"	"no_one_has"	"has_complete"	"complete_record"	",_no_one_has"	"no_one_has_complete"	"has_complete_record"	"complete_record_of"	"ε"	"NN"	"VBZ"	"VB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"what"	"data"	"there"	"be"	"on"	"growth"	"indicate"	"variation"	"in"	"rate"	"unfortunately"	"no_one"	"has"	"keep"	"complete"	"record"	"of"	"one"	"individual"	"whereas"	"many"	"have"	"been"	"make"	"for"	"a"	"very"	"short"	"period_of_time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"to"	"track"	"manage"	"of"	"manage_to"	"to_track"	"track_of"	"we_manage_to"	"manage_to_track"	"to_track_of"	"track_of_a"	"PRP"	"VB"	"TO"	"VB"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"manage"	"to"	"keep"	"track"	"of"	"a"	"bombus"	"queen"	"after"	"she"	"has"	"leave"	"her"	"feeding"	"place"	"we"	"may"	"discover"	"the"	"snug"	"little"	"hideout"	"which"	"she"	"has"	"fix_up"	"for"	"herself"	"when"	"she"	"wake_up"	"from"	"her"	"winter"	"sleep"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	","	"warm"	"larva"	"by"	"larva_,"	",_warm"	"warm_by"	"the_larva_,"	"larva_,_warm"	",_warm_by"	"warm_by_the"	"DT"	"NN"	"ε"	"VB"	"JJ"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"keep"	"warm"	"by"	"the"	"queen"	"be"	"full-grown"	"in"	"about"	"ten"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:07::"	"pattern"	"shift"	"because"	"-"	"because_pattern"	"pattern_shift"	"shift_-"	"behave_because_pattern"	"because_pattern_shift"	"pattern_shift_-"	"shift_-_abc"	"VB"	"IN"	"NN"	"VB"	"VB"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"could"	"n't"	"reconstruct"	"the"	"crime"	"the"	"way"	"the"	"girl"	"behave"	"because"	"pattern"	"keep"	"shift"	"abc"	"vs"	"d"	"then"	"bcd"	"vs"	"a"	"or"	"ab"	"vs"	"cd"	"or"	"ad"	"vs"	"cb"	"through"	"all"	"way"	"that"	"four"	"woman"	"can"	"gang_up"	"on"	"each"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"and"	"the"	"in_front"	"lead"	"in_front_and"	"and_the"	"the_lead"	"out_in_front_and"	"in_front_and_the"	"and_the_lead"	"the_lead_through"	"IN"	"RB"	"CC"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"shoot"	"in_front"	"and"	"keep"	"the"	"lead"	"through"	"two"	"third"	"of"	"the"	"race"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"person"	"person"	"and"	"in"	"and_person"	"person_person"	"person_in"	"person_and_person"	"and_person_person"	"person_person_in"	"person_in_bed"	"NNP"	"CC"	"NNP"	"VB"	"NNP"	"RB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"person"	"keep"	"person"	"in"	"bed"	"a"	"week"	"until"	"her"	"milk"	"dry"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"been"	"silent"	"have"	"pace"	"have_been"	"been_silent"	"silent_pace"	"must_have_been"	"have_been_silent"	"been_silent_pace"	"silent_pace_beside"	"MD"	"VB"	"VBN"	"VB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"thought"	"have"	"been"	"keep"	"silent"	"pace"	"beside"	"his"	"own"	"climb"	"the"	"same"	"crag"	"in"	"dirty"	"white"	"sneaker"	"clamber"	"out"	"on"	"top"	"of"	"the"	"headland"	"and"	"come_upon"	"the"	"sudden"	"glinting"	"water"	"at"	"the"	"same"	"instant"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"to"	"the"	"like"	"ball"	"like_to"	"to_the"	"the_ball"	"always_like_to"	"like_to_the"	"to_the_ball"	"the_ball_as"	"RB"	"VB"	"TO"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"always"	"to"	"keep"	"the"	"ball"	"as"	"much"	"as"	"we"	"can"	"against"	"denver"	"because"	"they"	"have"	"such"	"an"	"explosive"	"attack"	"explain"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:03::"	"to"	"his"	"city"	"rendezvous"	"city_to"	"to_his"	"his_rendezvous"	"the_city_to"	"city_to_his"	"to_his_rendezvous"	"his_rendezvous_with"	"DT"	"NN"	"TO"	"VB"	"PRP$"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"walk"	"toward"	"the"	"of"	"the"	"city"	"to"	"keep"	"his"	"rendezvous"	"with"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
