"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"	"A130"	"A131"	"A132"	"A133"	"A134"	"A135"	"A136"	"A137"	"A138"	"A139"	"A140"
"3:00:00::"	"the"	"time"	"be"	"any"	"be_the"	"the_time"	"time_any"	"it_be_the"	"be_the_time"	"the_time_any"	"time_any_of"	"PRP"	"VB"	"VB"	"JJ"	"NN"	"DT"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"the"	"first"	"time"	"any"	"of"	"us"	"had"	"laugh"	"since"	"the"	"morning"	"begin"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"the"	"report"	"with"	","	"with_the"	"the_report"	"report_,"	"∅_with_the"	"with_the_report"	"the_report_,"	"report_,_person"	"ε"	"IN"	"DT"	"JJ"	"NN"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"first"	"report"	"person"	"horse"	"wheel"	"to"	"the"	"right"	"and"	"run"	"towards"	"the"	"building"	"while"	"person"	"follow"	"by"	"a"	"hail"	"of"	"bullet"	"race"	"towards"	"the"	"arroyo"	"of"	"location"	"immediately"	"in_front_of"	"him"	"just"	"reach"	"it"	"as"	"his"	"horse"	"fall"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"take"	"thing"	"∅"	"first"	"∅_take"	"take_thing"	"thing_first"	"∅_∅_take"	"∅_take_thing"	"take_thing_first"	"thing_first_,"	"ε"	"ε"	"VB"	"JJ"	"NN"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"first"	"thing"	"first"	"let"	"understand"	"the"	"sport"	"called"	"gymnastics"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"thing"	","	"first"	"let"	"first_thing"	"thing_,"	",_let"	"take_first_thing"	"first_thing_,"	"thing_,_let"	",_let_'s"	"VB"	"JJ"	"NN"	"RB"	"ε"	"VB"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"take"	"thing"	"first"	"let"	"understand"	"the"	"sport"	"called"	"gymnastics"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"his"	"discourse"	"of"	","	"of_his"	"his_discourse"	"discourse_,"	"furor_of_his"	"of_his_discourse"	"his_discourse_,"	"discourse_,_he"	"NN"	"IN"	"PRP$"	"JJ"	"NN"	"ε"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"how"	"for_example"	"could"	"a"	"voltaire"	"understand"	"the"	"strange"	"predicament"	"in"	"which"	"a"	"would"	"find"	"himself"	"when"	"soon"	"after"	"the"	"furor"	"of"	"his"	"first"	"discourse"	"he"	"acquire"	"still"	"another"	"title"	"to"	"fame"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"had"	"begin"	"he"	"to"	"he_had"	"had_begin"	"begin_to"	"since_he_had"	"he_had_begin"	"had_begin_to"	"begin_to_study"	"IN"	"PRP"	"VBD"	"RB"	"VB"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"ever"	"he"	"had"	"first"	"begin"	"to"	"study"	"music"	"and"	"to"	"teach"	"it"	"rousseau"	"had"	"dream"	"of"	"pierce"	"through"	"to"	"fame"	"as"	"the"	"result"	"of"	"a"	"successful"	"opera"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"the"	"rehearsal"	"and"	","	"and_the"	"the_rehearsal"	"rehearsal_,"	"acceptance_and_the"	"and_the_rehearsal"	"the_rehearsal_,"	"rehearsal_,_there"	"NN"	"CC"	"DT"	"JJ"	"NN"	"ε"	"EX"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"these"	"emotion"	"were"	"screw_up"	"to"	"height"	"when"	"after"	"acceptance"	"and"	"the"	"first"	"rehearsal"	"there"	"ensue"	"such"	"a"	"buzz"	"of"	"excitement"	"among"	"parisian"	"music_lover"	"that"	"person"	"had_to"	"come"	"run"	"to"	"rousseau"	"to"	"inform"	"him"	"that"	"the"	"news"	"had"	"reach"	"the"	"superintendent"	"of"	"the"	"king"	"amusement"	"and"	"that"	"he"	"was"	"now"	"demand"	"that"	"the"	"work"	"be"	"offer"	"first"	"at"	"the"	"royal"	"summer"	"palace"	"of"	"location"	"0"	"0"	
"4:02:02::"	"offer"	"at"	"be"	"the"	"be_offer"	"offer_at"	"at_the"	"work_be_offer"	"be_offer_at"	"offer_at_the"	"at_the_royal"	"NN"	"VB"	"VB"	"RB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"these"	"emotion"	"were"	"screw_up"	"to"	"new"	"height"	"when"	"after"	"acceptance"	"and"	"the"	"first"	"rehearsal"	"there"	"ensue"	"such"	"a"	"buzz"	"of"	"excitement"	"among"	"parisian"	"music_lover"	"that"	"person"	"had_to"	"come"	"run"	"to"	"rousseau"	"to"	"inform"	"him"	"that"	"the"	"news"	"had"	"reach"	"the"	"superintendent"	"of"	"the"	"king"	"amusement"	"and"	"that"	"he"	"now"	"demand"	"that"	"the"	"work"	"be"	"offer"	"first"	"at"	"the"	"royal"	"summer"	"palace"	"of"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"the"	"rehearsal"	"hear"	"."	"hear_the"	"the_rehearsal"	"rehearsal_."	"having_hear_the"	"hear_the_rehearsal"	"the_rehearsal_."	"rehearsal_._∅"	"VBG"	"VB"	"DT"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"how"	"titillating"	"it"	"be"	"to"	"go"	"among"	"people"	"who"	"did"	"not"	"know"	"him"	"as"	"the"	"composer"	"but"	"talk"	"in"	"the"	"most"	"glowing"	"term"	"of"	"the"	"promise"	"of"	"the"	"piece"	"after"	"having"	"hear"	"the"	"first"	"rehearsal"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"the"	"one"	"∅"	"say"	"∅_the"	"the_one"	"one_say"	"∅_∅_the"	"∅_the_one"	"the_one_say"	"one_say_,"	"ε"	"ε"	"DT"	"JJ"	"CD"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"first"	"one"	"say"	"he"	"sure"	"does"	"shake"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"the"	"year"	"after"	"'s"	"after_the"	"the_year"	"year_'s"	"yearly_after_the"	"after_the_year"	"the_year_'s"	"year_'s_capital"	"JJ"	"IN"	"DT"	"JJ"	"NN"	"POS"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"operating_budget"	"for"	"the"	"day_school"	"in"	"the"	"five"	"county"	"of"	"dallas"	"location"	"location"	"location"	"and"	"location"	"would"	"which"	"would"	"be"	"a"	"saving"	"of"	"yearly"	"after"	"the"	"first"	"year"	"capital"	"outlay"	"of"	"was"	"absorb"	"person"	"tell"	"the"	"senate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"the"	"blow"	"was"	"that"	"was_the"	"the_blow"	"blow_that"	"it_was_the"	"was_the_blow"	"the_blow_that"	"blow_that_be"	"PRP"	"VB"	"VB"	"JJ"	"NN"	"WDT"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"the"	"first"	"blow"	"that"	"be"	"always"	"difficult"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"the"	"to"	"of"	"collect"	"of_the"	"the_to"	"to_collect"	"one_of_the"	"of_the_to"	"the_to_collect"	"to_collect_her"	"NN"	"IN"	"DT"	"JJ"	"TO"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"had"	"one"	"of"	"the"	"first"	"to"	"collect"	"her"	"wit"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"person"	"sing"	"∅"	"person"	"∅_person"	"person_sing"	"sing_person"	"∅_∅_person"	"∅_person_sing"	"person_sing_person"	"sing_person_at"	"ε"	"ε"	"NNP"	"RB"	"VB"	"NNP"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"first"	"sing"	"person"	"at"	"location"	"in"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"∅"	"the"	"∅"	"person"	"∅_∅"	"∅_the"	"the_person"	"∅_∅_∅"	"∅_∅_the"	"∅_the_person"	"the_person_be"	"ε"	"ε"	"ε"	"RB"	"DT"	"NNP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"person"	"be"	"ahead"	"then"	"the"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"the"	"act"	"in"	"for"	"in_the"	"the_act"	"act_for"	"movement_in_the"	"in_the_act"	"the_act_for"	"act_for_my"	"NN"	"IN"	"DT"	"JJ"	"NN"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"has"	"direct"	"a"	"difficult"	"play"	"here"	"usually"	"well"	"but"	"just"	"a_bit"	"too"	"much"	"physical"	"movement"	"in"	"the"	"first"	"act"	"for"	"my"	"taste"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"their"	"1961"	"get"	"shot"	"get_their"	"their_1961"	"1961_shot"	"will_get_their"	"get_their_1961"	"their_1961_shot"	"1961_shot_at"	"MD"	"VB"	"PRP$"	"JJ"	"CD"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"tonight"	"at"	"o'clock"	"the"	"group"	"who"	"give"	"the"	"group"	"as"	"much"	"trouble"	"as"	"did"	"in"	"break_even"	"with"	"them"	"will"	"get"	"their"	"first"	"shot"	"at"	"baseball"	"world"	"champion"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:24:00::"	"the"	"of"	"be"	"the"	"be_the"	"the_of"	"of_the"	"victory_be_the"	"be_the_of"	"the_of_the"	"of_the_season"	"NN"	"VB"	"VB"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"be"	"the"	"first"	"of"	"the"	"season"	"for"	"the"	"group"	"after"	"nine"	"defeat"	"and"	"a"	"tie"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"the"	"and"	"on"	"fifteenth"	"on_the"	"the_and"	"and_fifteenth"	"correctly_on_the"	"on_the_and"	"the_and_fifteenth"	"and_fifteenth_of"	"RB"	"IN"	"DT"	"JJ"	"CC"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"yes"	"we"	"know"	"they"	"professional"	"man"	"paid"	"to"	"play"	"and"	"they"	"should"	"n't"	"care"	"how"	"they"	"just"	"as_long_as"	"their"	"name"	"are"	"spell"	"correctly"	"on"	"the"	"first"	"and"	"fifteenth"	"of"	"each_month"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"we"	"discuss"	"∅"	"the"	"∅_we"	"we_discuss"	"discuss_the"	"∅_∅_we"	"∅_we_discuss"	"we_discuss_the"	"discuss_the_**f"	"ε"	"ε"	"PRP"	"RB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"first"	"discuss"	"the"	"bond"	"in"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"the"	"inning"	"in"	","	"in_the"	"the_inning"	"inning_,"	"lead_in_the"	"in_the_inning"	"the_inning_,"	"inning_,_as"	"NN"	"IN"	"DT"	"JJ"	"NN"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"take"	"lead"	"in"	"the"	"first"	"inning"	"as"	"they"	"did"	"in"	"sunday"	"opener"	"and"	"never"	"lag"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
